"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"1969","金沢市","36.596229","136.672819","避難所","","","","","","三池はすのみ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0809","金沢市三池栄町201","","","","","","","",""
"1970","金沢市","36.581487","136.625515","避難所","","","","","","戸板東公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0068","金沢市戸板４丁目19番地","","","","","","","",""
"2017","金沢市","36.594339","136.604294","避難所","","","","","","金沢海みらい図書館（指定避難場所）","収容人数：264
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0341","金沢市寺中町イ１−１","076-266-2011","076-266-2014","","","","","標高：2.8M",""
"2018","金沢市","36.56553","136.676434","避難所","","","","","","石川県青少年総合研修センター（指定避難場所）","収容人数：175
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0834","金沢市常盤町２１２−１","076-252-0666","076-252-7177","","","","","",""
"2020","金沢市","36.610597","136.681584","避難所","","","","","","金市やすらぎ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-3134","金沢市金市町ニ１２−１","","","","","","","",""
"2021","金沢市","36.610826","136.667556","避難所","","","","","","千木日吉の森公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0001","金沢市千木町カ66","","","","","","","",""
"2022","金沢市","36.592514","136.624893","避難所","","","","","","鞍月セントラルパーク（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8203","金沢市鞍月1丁目8","","","","","","","",""
"2023","金沢市","36.579458","136.598275","避難所","","","","","","いしかわ総合スポーツセンター（指定避難場所）","収容人数：567
災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0355","金沢市稚日野町北222","076-268-2222","076-268-2238","","","","","標高：4.6M",""
"2025","金沢市","36.562301","136.586102","避難所","","","","","","産王の杜公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0381","金沢市中屋１丁目177","","","","","","","",""
"2026","金沢市","36.563068","136.586666","避難所","","","","","","八洲原公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0374","金沢市上安原町177","","","","","","","",""
"2027","金沢市","36.601589","136.604543","避難所","","","","","","きびきの中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0339","金沢市木曳野3丁目30","","","","","","","",""
"2028","金沢市","36.582291","136.615564","避難所","","","","","","松村あおぞら公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0348","金沢市松村３丁目550","","","","","","","",""
"2029","金沢市","36.599722","136.613421","避難所","","","","","","無量寺ベイパーク（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0333","金沢市無量寺４丁目147","","","","","","","",""
"2030","金沢市","36.602385","136.615143","避難所","","","","","","無量寺うみかぜ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0332","金沢市無量寺町ハ201","","","","","","","",""
"2031","金沢市","36.595942","136.597095","避難所","","","","","","大野湊緑地公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0336","金沢市普正寺町３の148-1","","","","","","","",""
"2032","金沢市","36.549485","136.673237","避難所","","","","","","笠舞第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0965","金沢市笠舞１丁目４１４","","","","","","","",""
"2033","金沢市","36.535719","136.677447","避難所","","","","","","大桑かやのした公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8045","金沢市大桑３丁目８１","","","","","","","",""
"2035","金沢市","36.609002","136.598739","避難所","","","","","","金石町小学校（指定避難場所）","収容人数：2188
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0338","金沢市金石北４丁目１−１","076-268-1313","076-268-1314","","","","","標高：8.1M",""
"2036","金沢市","36.517923","136.742942","避難所","","","","","","キゴ山ふれあい研修センターこども交流棟（指定避難場所）","収容人数：998
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0033","金沢市平等本町カ−１３−１","076-229-1141","076-229-2511","tentai@city.kanazawa.lg.jp","","","","",""
"2037","金沢市","36.52372","136.746017","避難所","","","","","","キゴ山ふれあい研修センター青少年交流棟（指定避難場所）","収容人数：1304
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1107","金沢市小豆沢町ヲ４","076-229-0583","076-229-3489","fureai@city.kanazawa.lg.jp","","","","",""
"2038","金沢市","36.583184","136.646533","避難所","","","","","","金沢勤労者プラザ（指定避難場所）","収容人数：176
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0022","金沢市北安江３丁目２−２０","076-234-7871","076-234-7810","","","","","標高：8.0M",""
"2039","金沢市","36.532174","136.698863","避難所","","","","","","田上本町馬場公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1155","金沢市田上本町１丁目1","","","","","","","",""
"2040","金沢市","36.534366","136.693445","避難所","","","","","","田上本町朝霧公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1155","金沢市田上本町1-1","","","","","","","",""
"2335","金沢市","36.570588","136.645374","避難所","","","","","","女性センター（指定避難場所）","収容人数：81
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0861","金沢市三社町１−４４","076-263-0115","076-263-0118","","","","","標高：11.5M",""
"2337","金沢市","36.581375","136.60983","避難所","","","","","","示野公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0059","金沢市示野町チ233番地","","","","","","","",""
"2339","金沢市","36.581582","136.622573","避難所","","","","","","戸板公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0068","金沢市戸板５丁目87番地","","","","","","","",""
"2824","金沢市","36.516912","136.688079","避難所","","","","","","犀川公民館（指定避難場所）","収容人数：154
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1302","石川県金沢市末町６の−６７−１","076-229-0949","076-229-0944","","","","","",""
"2825","金沢市","36.561509","136.617891","避難所","","","","","","米丸交流広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8016","金沢市東力町ハ3-1","","","","","","","",""
"2826","金沢市","36.571488","136.655875","避難所","","","","","","近江町いちば館（指定避難場所）","収容人数：733
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0907","金沢市青草町８８","","","","","","","",""
"2827","金沢市","36.532653","136.629426","避難所","","","","","","国際高等専門学校（指定避難場所）","収容人数：3600人
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8601","金沢市久安２丁目270","076-248-1080","076-248-5548","","","","","",""
"2828","金沢市","36.603673","136.710466","避難所","","","","","","河原市町みずほ中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0172","金沢市河原市町30番","","","","","","","",""
"2829","金沢市","36.536539","136.676748","避難所","","","","","","大桑防災拠点広場（指定避難場所）","収容人数：200
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8045","金沢市大桑3丁目80番","","","","","","","",""
"2830","金沢市","36.535838","136.669383","避難所","","","","","","野田東公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8107","金沢市野田２丁目120番地","","","","","","","",""
"2831","金沢市","36.533942","136.66309","避難所","","","","","","野田西公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8107","金沢市野田４丁目173番地","","","","","","","",""
"2832","金沢市","36.534536","136.707642","避難所","","","","","","太陽が丘しいの木公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-1154","太陽ヶ丘土地区画整理事業地内7工区","","","","","","","",""
"3185","金沢市","36.592958","136.670627","避難所","","","","","","東金沢駅前かがやき公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0802","金沢市三池町208-3","","","","","","","",""
"3186","金沢市","36.53182","136.672687","避難所","","","","","","野田南広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8107","金沢市野田１丁目45番地","","","","","","","",""
"3187","金沢市","36.532722","136.669938","避難所","","","","","","野田中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8107","金沢市野田１丁目176番地","","","","","","","",""
"3188","金沢市","36.616044","136.639819","避難所","","","","","","大河端西鷹狩り公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0210","金沢市大河端西１丁目57番地","","","","","","","",""
"3189","金沢市","36.562778","136.666093","避難所","","","","","","金沢大学人間社会学域学校教育学類附属特別支援学校（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0933","金沢市東兼六町２−１０","","","","","","","",""
"3801","金沢市","36.552767","136.648021","避難所","","","","","","旧野町小学校（指定避難場所）","収容人数：1924
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8031","金沢市野町３丁目１１−１","","","","","","","標高：31.0M",""
"4017","金沢市","36.538989","136.675823","避難所","","","","","","犀川緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","","金沢市涌波～普正寺町","","","","","","","緯度・経度はシステム上便宜的に入力しています。実際の位置（エリア）は犀川緑地（金沢市涌波～普正寺町）です。",""
"4018","金沢市","36.597962","136.659445","避難所","","","","","","金沢プール（指定避難場所）","収容人数：809
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0012","金沢市磯部町ハ55番地","076-251-3535","076-251-3536","","","","","標高：4.8M",""
"4019","金沢市","36.594682","136.625573","避難所","","","","","","東浅川公民館（指定避難場所）","収容人数：150
災害適否  地震：利用不可 津波：利用可能 洪水：未利用 土砂：利用可能","920-1146","金沢市上中町ニ14番地","","","","","","","標高：61.8M",""
"5835","金沢市","36.566447642263","136.65277183056","避難所","","","","","","金沢市文化ホール","収容人数：527
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0033","金沢市高岡町１５−１","076-223-1221","076-223-1299","","","","","",""
